tile_ID,geometry,position
134,"POLYGON ((-76.97157287812028 38.84412396143755, -76.97157287812028 38.85461805009407, -76.9580981488585 38.85461805009407, -76.9580981488585 38.84412396143755, -76.97157287812028 38.84412396143755))","[11, 4]"
135,"POLYGON ((-76.97157287812028 38.85461805009407, -76.97157287812028 38.86511059058452, -76.9580981488585 38.86511059058452, -76.9580981488585 38.85461805009407, -76.97157287812028 38.85461805009407))","[11, 5]"
136,"POLYGON ((-76.97157287812028 38.86511059058452, -76.97157287812028 38.875601582785485, -76.9580981488585 38.875601582785485, -76.9580981488585 38.86511059058452, -76.97157287812028 38.86511059058452))","[11, 6]"
137,"POLYGON ((-76.97157287812028 38.875601582785485, -76.97157287812028 38.886091026573745, -76.9580981488585 38.886091026573745, -76.9580981488585 38.875601582785485, -76.97157287812028 38.875601582785485))","[11, 7]"
138,"POLYGON ((-76.97157287812028 38.886091026573745, -76.97157287812028 38.89657892182632, -76.9580981488585 38.89657892182632, -76.9580981488585 38.886091026573745, -76.97157287812028 38.886091026573745))","[11, 8]"
139,"POLYGON ((-76.97157287812028 38.89657892182632, -76.97157287812028 38.90706526842046, -76.9580981488585 38.90706526842046, -76.9580981488585 38.89657892182632, -76.97157287812028 38.89657892182632))","[11, 9]"
140,"POLYGON ((-76.97157287812028 38.90706526842046, -76.97157287812028 38.917550066233616, -76.9580981488585 38.917550066233616, -76.9580981488585 38.90706526842046, -76.97157287812028 38.90706526842046))","[11, 10]"
141,"POLYGON ((-76.97157287812028 38.917550066233616, -76.97157287812028 38.92803331514352, -76.9580981488585 38.92803331514352, -76.9580981488585 38.917550066233616, -76.97157287812028 38.917550066233616))","[11, 11]"
142,"POLYGON ((-76.97157287812028 38.92803331514352, -76.97157287812028 38.938515015028074, -76.9580981488585 38.938515015028074, -76.9580981488585 38.92803331514352, -76.97157287812028 38.92803331514352))","[11, 12]"
143,"POLYGON ((-76.97157287812028 38.938515015028074, -76.97157287812028 38.94899516576541, -76.9580981488585 38.94899516576541, -76.9580981488585 38.938515015028074, -76.97157287812028 38.938515015028074))","[11, 13]"
144,"POLYGON ((-76.9580981488585 38.85461805009407, -76.9580981488585 38.86511059058452, -76.9446234195967 38.86511059058452, -76.9446234195967 38.85461805009407, -76.9580981488585 38.85461805009407))","[12, 5]"
145,"POLYGON ((-76.9580981488585 38.86511059058452, -76.9580981488585 38.875601582785485, -76.9446234195967 38.875601582785485, -76.9446234195967 38.86511059058452, -76.9580981488585 38.86511059058452))","[12, 6]"
146,"POLYGON ((-76.9580981488585 38.875601582785485, -76.9580981488585 38.886091026573745, -76.9446234195967 38.886091026573745, -76.9446234195967 38.875601582785485, -76.9580981488585 38.875601582785485))","[12, 7]"
147,"POLYGON ((-76.9580981488585 38.886091026573745, -76.9580981488585 38.89657892182632, -76.9446234195967 38.89657892182632, -76.9446234195967 38.886091026573745, -76.9580981488585 38.886091026573745))","[12, 8]"
148,"POLYGON ((-76.9580981488585 38.89657892182632, -76.9580981488585 38.90706526842046, -76.9446234195967 38.90706526842046, -76.9446234195967 38.89657892182632, -76.9580981488585 38.89657892182632))","[12, 9]"
149,"POLYGON ((-76.9580981488585 38.90706526842046, -76.9580981488585 38.917550066233616, -76.9446234195967 38.917550066233616, -76.9446234195967 38.90706526842046, -76.9580981488585 38.90706526842046))","[12, 10]"
150,"POLYGON ((-76.9580981488585 38.917550066233616, -76.9580981488585 38.92803331514352, -76.9446234195967 38.92803331514352, -76.9446234195967 38.917550066233616, -76.9580981488585 38.917550066233616))","[12, 11]"
151,"POLYGON ((-76.9580981488585 38.92803331514352, -76.9580981488585 38.938515015028074, -76.9446234195967 38.938515015028074, -76.9446234195967 38.92803331514352, -76.9580981488585 38.92803331514352))","[12, 12]"
152,"POLYGON ((-76.9446234195967 38.86511059058452, -76.9446234195967 38.875601582785485, -76.93114869033491 38.875601582785485, -76.93114869033491 38.86511059058452, -76.9446234195967 38.86511059058452))","[13, 6]"
153,"POLYGON ((-76.9446234195967 38.875601582785485, -76.9446234195967 38.886091026573745, -76.93114869033491 38.886091026573745, -76.93114869033491 38.875601582785485, -76.9446234195967 38.875601582785485))","[13, 7]"
154,"POLYGON ((-76.9446234195967 38.886091026573745, -76.9446234195967 38.89657892182632, -76.93114869033491 38.89657892182632, -76.93114869033491 38.886091026573745, -76.9446234195967 38.886091026573745))","[13, 8]"
155,"POLYGON ((-76.9446234195967 38.89657892182632, -76.9446234195967 38.90706526842046, -76.93114869033491 38.90706526842046, -76.93114869033491 38.89657892182632, -76.9446234195967 38.89657892182632))","[13, 9]"
156,"POLYGON ((-76.9446234195967 38.90706526842046, -76.9446234195967 38.917550066233616, -76.93114869033491 38.917550066233616, -76.93114869033491 38.90706526842046, -76.9446234195967 38.90706526842046))","[13, 10]"
157,"POLYGON ((-76.9446234195967 38.917550066233616, -76.9446234195967 38.92803331514352, -76.93114869033491 38.92803331514352, -76.93114869033491 38.917550066233616, -76.9446234195967 38.917550066233616))","[13, 11]"
158,"POLYGON ((-76.93114869033491 38.875601582785485, -76.93114869033491 38.886091026573745, -76.91767396107312 38.886091026573745, -76.91767396107312 38.875601582785485, -76.93114869033491 38.875601582785485))","[14, 7]"
159,"POLYGON ((-76.93114869033491 38.886091026573745, -76.93114869033491 38.89657892182632, -76.91767396107312 38.89657892182632, -76.91767396107312 38.886091026573745, -76.93114869033491 38.886091026573745))","[14, 8]"
160,"POLYGON ((-76.93114869033491 38.89657892182632, -76.93114869033491 38.90706526842046, -76.91767396107312 38.90706526842046, -76.91767396107312 38.89657892182632, -76.93114869033491 38.89657892182632))","[14, 9]"
161,"POLYGON ((-76.93114869033491 38.90706526842046, -76.93114869033491 38.917550066233616, -76.91767396107312 38.917550066233616, -76.91767396107312 38.90706526842046, -76.93114869033491 38.90706526842046))","[14, 10]"
162,"POLYGON ((-76.91767396107312 38.886091026573745, -76.91767396107312 38.89657892182632, -76.90419923181132 38.89657892182632, -76.90419923181132 38.886091026573745, -76.91767396107312 38.886091026573745))","[15, 8]"
163,"POLYGON ((-76.91767396107312 38.89657892182632, -76.91767396107312 38.90706526842046, -76.90419923181132 38.90706526842046, -76.90419923181132 38.89657892182632, -76.91767396107312 38.89657892182632))","[15, 9]"
